datetime,station_id,lat,lon,co,no,no2,o3,pm10,pm25,relativehumidity,so2,temperature,overall_aqi,day_of_week,month,hour_sin,hour_cos
2025-03-02 04:15:00+00:00,3409472,19.222279,72.957979,0.43532924335378326,1.9761186094069534,33.42076073619632,47.47,64.46,32.34,62.26,26.59341513292434,27.54,64,6,3,0.8660254037844386,0.5000000000000001
2025-03-02 04:15:00+00:00,3409476,19.0243902,73.0406721,1.0424989775051126,2.062036809815951,33.23258077709611,59.05,151.26,56.6,32.44,46.50572597137015,32.98,134,6,3,0.8660254037844386,0.5000000000000001
2025-03-02 04:15:00+00:00,3409477,19.090337,73.014232,0.6415378323108386,0.9082781186094071,6.26639263803681,2.06,84.44,38.0,34.74,89.13379141104296,28.63,109,6,3,0.8660254037844386,0.5000000000000001
2025-03-02 04:30:00+00:00,6943,19.1135051,73.008978,0.7331860940695297,67.60534969325154,127.49192229038854,21.36,126.5,50.66,64.64,48.99476482617587,32.36,147,6,3,0.8660254037844386,0.5000000000000001
2025-03-02 04:30:00+00:00,3409469,19.26777,72.97182,0.4467852760736197,11.07117382413088,58.843873210633944,31.49,100.79,64.79,27.49,21.92974233128834,32.89,114,6,3,0.8660254037844386,0.5000000000000001
2025-03-02 04:30:00+00:00,3409472,19.222279,72.957979,0.3895051124744377,1.1783067484662577,29.39370961145194,48.28,64.74,32.37,61.38,25.36199591002045,27.84,65,6,3,0.8660254037844386,0.5000000000000001
2025-03-02 04:30:00+00:00,3409477,19.090337,73.014232,0.687361963190184,0.8469079754601228,6.3228466257668705,1.66,83.05,37.37,36.24,82.26928425357873,28.25,102,6,3,0.8660254037844386,0.5000000000000001
2025-03-02 04:45:00+00:00,6943,19.1135051,73.008978,0.7217300613496933,67.45806134969327,127.49192229038854,21.36,126.5,50.66,60.98,48.99476482617587,33.23,147,6,3,0.8660254037844386,0.5000000000000001
2025-03-02 04:45:00+00:00,3409469,19.26777,72.97182,0.4124171779141105,8.11313292433538,54.81682208588956,35.44,100.79,64.79,27.02,21.510535787321068,33.05,114,6,3,0.8660254037844386,0.5000000000000001
2025-03-02 04:45:00+00:00,3409472,19.222279,72.957979,0.4582413087934561,0.9819222903885483,28.151721881390593,49.1,68.78,32.95,60.94,25.99080572597137,28.2,69,6,3,0.8660254037844386,0.5000000000000001
2025-03-02 04:45:00+00:00,3409476,19.0243902,73.0406721,1.0424989775051126,2.062036809815951,33.23258077709611,59.05,151.26,56.6,32.44,46.50572597137015,32.98,134,6,3,0.8660254037844386,0.5000000000000001
2025-03-02 04:45:00+00:00,3409477,19.090337,73.014232,0.8019222903885481,0.8223599182004092,6.849750511247444,2.23,82.78,37.25,37.36,78.88943149284253,27.68,99,6,3,0.8660254037844386,0.5000000000000001
2025-03-02 05:00:00+00:00,6943,19.1135051,73.008978,0.7102740286298569,67.49488343558284,127.62364826175867,21.36,128.33,51.27,58.74,48.96856441717792,33.9,148,6,3,0.9659258262890683,0.25881904510252074
2025-03-02 05:00:00+00:00,3409469,19.26777,72.97182,0.46969734151329245,8.874122699386504,56.54807770961145,39.02,99.71,64.63,25.68,25.466797546012273,33.88,113,6,3,0.9659258262890683,0.25881904510252074
2025-03-02 05:00:00+00:00,3409472,19.222279,72.957979,0.4467852760736197,1.239676891615542,31.106147239263805,49.11,68.78,32.95,60.07,27.877235173824133,29.39,69,6,3,0.9659258262890683,0.25881904510252074
2025-03-02 05:00:00+00:00,3409476,19.0243902,73.0406721,1.0424989775051126,2.062036809815951,33.23258077709611,59.05,151.26,56.6,32.44,46.50572597137015,32.98,134,6,3,0.9659258262890683,0.25881904510252074
2025-03-02 05:00:00+00:00,3409477,19.090337,73.014232,0.5384335378323108,0.6873456032719838,6.191120654396728,2.05,82.78,37.25,29.83,83.6317055214724,29.66,104,6,3,0.9659258262890683,0.25881904510252074
2025-03-02 05:15:00+00:00,6943,19.1135051,73.008978,0.7102740286298569,67.29849897750512,125.40312474437627,21.36,154.0,61.66,54.48,48.3921554192229,34.67,145,6,3,0.9659258262890683,0.25881904510252074
2025-03-02 05:15:00+00:00,3409469,19.26777,72.97182,0.6071697341513294,11.50076482617587,61.13966871165644,39.28,84.5,62.41,25.17,28.558445807770962,34.33,106,6,3,0.9659258262890683,0.25881904510252074
2025-03-02 05:15:00+00:00,3409472,19.222279,72.957979,0.3207689161554193,1.32559509202454,28.998531697341512,51.88,68.78,32.95,59.25,29.97326789366053,29.53,69,6,3,0.9659258262890683,0.25881904510252074
2025-03-02 05:15:00+00:00,3409476,19.0243902,73.0406721,1.0424989775051126,2.062036809815951,33.23258077709611,59.05,151.26,56.6,32.44,46.50572597137015,32.98,134,6,3,0.9659258262890683,0.25881904510252074
2025-03-02 05:15:00+00:00,3409477,19.090337,73.014232,0.5384335378323108,0.5891533742331289,5.795942740286298,2.44,82.78,37.25,28.54,82.13828220858896,30.71,102,6,3,0.9659258262890683,0.25881904510252074
2025-03-02 05:30:00+00:00,6943,19.1135051,73.008978,0.6644498977505112,67.31077300613498,128.39518609406952,21.36,154.0,61.66,49.92,48.91616359918201,35.6,148,6,3,0.9659258262890683,0.25881904510252074
2025-03-02 05:30:00+00:00,3409469,19.26777,72.97182,0.6529938650306749,6.689345603271985,53.48074437627812,44.43,84.5,62.41,23.31,31.6238936605317,35.01,106,6,3,0.9659258262890683,0.25881904510252074
2025-03-02 05:30:00+00:00,3409472,19.222279,72.957979,0.12601635991820043,2.1234069529652353,29.280801635991818,52.56,68.93,33.33,58.41,31.440490797546012,29.58,69,6,3,0.9659258262890683,0.25881904510252074
2025-03-02 05:30:00+00:00,3409477,19.090337,73.014232,0.5498895705521473,0.6014274028629858,5.965304703476482,1.86,79.86,35.94,29.48,70.50530061349694,30.02,88,6,3,0.9659258262890683,0.25881904510252074
2025-03-02 05:45:00+00:00,6943,19.1135051,73.008978,0.6529938650306749,68.04721472392639,125.5160327198364,21.36,154.0,61.66,45.99,48.96856441717792,36.55,146,6,3,0.9659258262890683,0.25881904510252074
2025-03-02 05:45:00+00:00,3409469,19.26777,72.97182,0.5842576687116565,9.070507157464213,50.48868302658486,43.33,84.5,62.41,21.67,36.523370143149286,35.53,106,6,3,0.9659258262890683,0.25881904510252074
2025-03-02 05:45:00+00:00,3409472,19.222279,72.957979,0.08019222903885483,1.1046625766871168,28.923259713701427,55.58,71.1,39.83,57.72,34.40113701431493,29.84,71,6,3,0.9659258262890683,0.25881904510252074
2025-03-02 05:45:00+00:00,3409476,19.0243902,73.0406721,0.9737627811860942,1.3378691206543971,26.476920245398773,64.76,155.77,55.37,29.63,74.59256441717791,34.28,137,6,3,0.9659258262890683,0.25881904510252074
2025-03-02 05:45:00+00:00,3409477,19.090337,73.014232,0.4926094069529653,0.6505235173824132,6.774478527607362,1.51,79.28,35.67,28.72,66.968245398773,29.92,84,6,3,0.9659258262890683,0.25881904510252074
2025-03-02 06:00:00+00:00,6943,19.1135051,73.008978,0.6529938650306749,67.86310429447853,127.20965235173823,21.36,151.6,60.7,44.51,49.020965235173826,37.04,147,6,3,1.0,6.123233995736766e-17
2025-03-02 06:00:00+00:00,3409469,19.26777,72.97182,0.5498895705521473,8.223599182004092,52.445754601226994,43.21,84.47,62.52,19.79,37.20458077709611,36.23,106,6,3,1.0,6.123233995736766e-17
2025-03-02 06:00:00+00:00,3409472,19.222279,72.957979,0.05728016359918201,0.8837300613496933,29.017349693251532,57.38,71.1,39.83,56.13,35.78975869120654,29.86,71,6,3,1.0,6.123233995736766e-17
2025-03-02 06:00:00+00:00,3409477,19.090337,73.014232,0.25203271983640085,0.44186503067484667,5.45721881390593,1.65,79.28,35.67,22.74,67.9114601226994,31.69,85,6,3,1.0,6.123233995736766e-17
2025-03-02 06:15:00+00:00,6943,19.1135051,73.008978,0.6415378323108386,68.16995501022495,126.7203844580777,21.35,118.0,47.26,42.21,49.04716564417178,37.54,147,6,3,1.0,6.123233995736766e-17
2025-03-02 06:15:00+00:00,3409469,19.26777,72.97182,0.3895051124744377,10.752049079754602,61.21494069529652,38.75,84.14,64.02,18.82,34.68934151329243,36.74,111,6,3,1.0,6.123233995736766e-17
2025-03-02 06:15:00+00:00,3409472,19.222279,72.957979,0.011456032719836402,0.6996196319018405,27.22964008179959,57.91,71.1,39.83,54.24,33.379321063394684,30.22,71,6,3,1.0,6.123233995736766e-17
2025-03-02 06:15:00+00:00,3409477,19.090337,73.014232,0.21766462167689163,0.35594683026584867,5.269038854805725,2.85,79.28,35.67,21.61,62.67137832310839,32.67,79,6,3,1.0,6.123233995736766e-17
2025-03-02 06:30:00+00:00,6943,19.1135051,73.008978,0.6529938650306749,67.98584458077711,125.30903476482618,21.36,118.0,47.26,40.41,49.073366053169735,38.19,145,6,3,1.0,6.123233995736766e-17
2025-03-02 06:30:00+00:00,3409469,19.26777,72.97182,0.43532924335378326,7.499431492842537,40.98559509202454,45.05,84.14,64.02,17.09,13.388408997955011,37.62,111,6,3,1.0,6.123233995736766e-17
2025-03-02 06:30:00+00:00,3409472,19.222279,72.957979,0.46969734151329245,0.22093251533742334,10.952073619631902,61.97,55.88,38.89,52.0,45.40530879345603,28.77,64,6,3,1.0,6.123233995736766e-17
2025-03-02 06:30:00+00:00,3409476,19.0243902,73.0406721,0.7790102249488754,1.006470347648262,23.10849897750511,74.99,147.62,57.65,20.86,95.81489570552148,37.66,132,6,3,1.0,6.123233995736766e-17
2025-03-02 06:30:00+00:00,3409477,19.090337,73.014232,0.24057668711656444,0.2823026584867076,5.1561308793456035,1.95,68.54,30.84,24.77,53.18683026584868,31.54,69,6,3,1.0,6.123233995736766e-17
2025-03-02 06:45:00+00:00,6943,19.1135051,73.008978,0.6415378323108386,67.7035419222904,126.58865848670754,21.36,118.0,47.26,36.54,49.09956646216769,38.43,147,6,3,1.0,6.123233995736766e-17
2025-03-02 06:45:00+00:00,3409469,19.26777,72.97182,0.18329652351738243,4.185443762781187,26.85328016359918,48.02,84.14,64.02,16.0,19.624106339468305,37.72,111,6,3,1.0,6.123233995736766e-17
2025-03-02 06:45:00+00:00,3409477,19.090337,73.014232,0.24057668711656444,0.22093251533742334,4.967950920245399,5.13,66.39,29.88,24.44,49.99038036809816,31.37,66,6,3,1.0,6.123233995736766e-17
2025-03-02 07:00:00+00:00,6943,19.1135051,73.008978,0.6300817995910022,67.91220040899796,127.17201635991819,21.36,116.33,46.48,34.84,49.1519672801636,38.42,147,6,3,0.9659258262890683,-0.25881904510252063
2025-03-02 07:00:00+00:00,3409469,19.26777,72.97182,0.26348875255623727,4.63958282208589,29.3560736196319,49.87,82.86,64.01,15.7,17.790077709611452,37.71,111,6,3,0.9659258262890683,-0.25881904510252063
2025-03-02 07:00:00+00:00,3409472,19.222279,72.957979,0.5613456032719837,0.19638445807770966,20.1540736196319,58.73,54.8,38.82,51.07,36.07796319018405,29.18,64,6,3,0.9659258262890683,-0.25881904510252063
2025-03-02 07:00:00+00:00,3409476,19.0243902,73.0406721,0.767554192229039,0.6873456032719838,20.925611451942736,77.51,148.1,61.47,18.04,93.16865439672803,38.48,132,6,3,0.9659258262890683,-0.25881904510252063
2025-03-02 07:00:00+00:00,3409477,19.090337,73.014232,0.20620858895705524,0.17183640081799595,4.5351370143149285,6.17,66.39,29.88,19.85,51.45760327198364,33.3,66,6,3,0.9659258262890683,-0.25881904510252063
2025-03-02 07:15:00+00:00,6943,19.1135051,73.008978,0.6300817995910022,66.623427402863,131.10497750511246,21.36,93.0,37.26,34.53,48.6279591002045,38.63,151,6,3,0.9659258262890683,-0.25881904510252063
2025-03-02 07:15:00+00:00,3409469,19.26777,72.97182,0.19475255623721885,3.0439591002044994,19.75889570552147,55.86,65.03,63.89,16.26,17.763877300613498,37.58,111,6,3,0.9659258262890683,-0.25881904510252063
2025-03-02 07:15:00+00:00,3409472,19.222279,72.957979,0.5842576687116565,0.3191247443762782,23.785946830265846,58.74,54.8,38.82,50.73,27.667631901840494,28.94,64,6,3,0.9659258262890683,-0.25881904510252063
2025-03-02 07:15:00+00:00,3409476,19.0243902,73.0406721,0.767554192229039,0.6873456032719838,20.925611451942736,77.51,148.1,61.47,18.04,93.16865439672803,38.48,132,6,3,0.9659258262890683,-0.25881904510252063
2025-03-02 07:15:00+00:00,3409477,19.090337,73.014232,0.24057668711656444,0.14728834355828221,4.5351370143149285,10.01,66.39,29.88,18.97,48.47075664621677,34.44,66,6,3,0.9659258262890683,-0.25881904510252063
2025-03-02 07:30:00+00:00,6943,19.1135051,73.008978,0.6415378323108386,66.96710020449899,129.61835582822084,21.36,93.0,37.26,33.5,49.178167689161555,39.24,150,6,3,0.9659258262890683,-0.25881904510252063
2025-03-02 07:30:00+00:00,3409469,19.26777,72.97182,0.24057668711656444,5.376024539877301,31.46368916155419,52.8,65.03,63.89,15.65,16.27045398773006,38.03,111,6,3,0.9659258262890683,-0.25881904510252063
2025-03-02 07:30:00+00:00,3409472,19.222279,72.957979,0.6071697341513294,0.3191247443762782,24.501030674846625,58.24,55.0,38.93,49.96,25.23099386503068,29.27,64,6,3,0.9659258262890683,-0.25881904510252063
2025-03-02 07:30:00+00:00,3409476,19.0243902,73.0406721,0.767554192229039,0.6873456032719838,20.925611451942736,77.51,148.1,61.47,18.04,93.16865439672803,38.48,132,6,3,0.9659258262890683,-0.25881904510252063
2025-03-02 07:30:00+00:00,3409477,19.090337,73.014232,0.26348875255623727,0.1350143149284254,4.855042944785276,17.07,58.66,26.4,21.21,44.409693251533746,33.73,59,6,3,0.9659258262890683,-0.25881904510252063
2025-03-02 07:45:00+00:00,6943,19.1135051,73.008978,0.6300817995910022,66.67252351738242,129.41135787321062,21.36,93.0,37.26,31.14,49.230568507157464,39.63,149,6,3,0.9659258262890683,-0.25881904510252063
2025-03-02 07:45:00+00:00,3409469,19.26777,72.97182,0.19475255623721885,3.387631901840491,17.801824130879346,59.96,65.03,63.89,15.57,15.929848670756646,37.64,111,6,3,0.9659258262890683,-0.25881904510252063
2025-03-02 07:45:00+00:00,3409472,19.222279,72.957979,0.6529938650306749,0.17183640081799595,25.554838445807768,59.25,58.49,40.83,50.15,24.444981595092028,29.3,68,6,3,0.9659258262890683,-0.25881904510252063
2025-03-02 07:45:00+00:00,3409476,19.0243902,73.0406721,0.687361963190184,1.006470347648262,18.328728016359918,70.41,135.27,55.91,14.38,78.65362781186094,38.85,124,6,3,0.9659258262890683,-0.25881904510252063
2025-03-02 07:45:00+00:00,3409477,19.090337,73.014232,0.24057668711656444,0.12274028629856854,4.553955010224948,23.19,57.12,25.7,20.96,42.13025766871166,33.18,57,6,3,0.9659258262890683,-0.25881904510252063
2025-03-02 08:00:00+00:00,6943,19.1135051,73.008978,0.6186257668711658,66.80753783231084,127.0779263803681,21.36,92.73,37.15,29.53,49.25676891615542,39.08,147,6,3,0.8660254037844387,-0.4999999999999998
2025-03-02 08:00:00+00:00,3409469,19.26777,72.97182,0.25203271983640085,2.9825889570552153,20.680977505112473,64.48,63.88,63.27,15.99,11.056572597137015,37.79,109,6,3,0.8660254037844387,-0.4999999999999998
2025-03-02 08:00:00+00:00,3409472,19.222279,72.957979,0.6071697341513294,0.2577546012269939,27.116732106339466,61.41,58.49,40.83,50.41,24.89038854805726,29.21,68,6,3,0.8660254037844387,-0.4999999999999998
2025-03-02 08:00:00+00:00,3409476,19.0243902,73.0406721,0.687361963190184,1.006470347648262,18.328728016359918,70.41,135.27,55.91,14.38,78.65362781186094,38.85,124,6,3,0.8660254037844387,-0.4999999999999998
2025-03-02 08:00:00+00:00,3409477,19.090337,73.014232,0.21766462167689163,0.09819222903885483,4.459865030674846,25.45,69.12,31.1,17.43,43.04727198364008,34.84,69,6,3,0.8660254037844387,-0.4999999999999998
2025-03-02 08:15:00+00:00,6943,19.1135051,73.008978,0.6186257668711658,67.76491206543969,126.30638854805726,21.36,89.0,35.66,28.51,49.282969325153374,39.05,146,6,3,0.8660254037844387,-0.4999999999999998
2025-03-02 08:15:00+00:00,3409469,19.26777,72.97182,0.22912065439672805,2.663464212678937,23.183770961145193,70.53,47.7,54.62,16.39,16.139451942740287,37.39,91,6,3,0.8660254037844387,-0.4999999999999998
2025-03-02 08:15:00+00:00,3409472,19.222279,72.957979,0.5728016359918201,2.835300613496933,34.738020449897746,62.3,58.49,40.83,50.42,23.554167689161556,29.74,68,6,3,0.8660254037844387,-0.4999999999999998
2025-03-02 08:15:00+00:00,3409476,19.0243902,73.0406721,0.687361963190184,1.006470347648262,18.328728016359918,70.41,135.27,55.91,14.38,78.65362781186094,38.85,124,6,3,0.8660254037844387,-0.4999999999999998
2025-03-02 08:15:00+00:00,3409477,19.090337,73.014232,0.18329652351738243,0.08591820040899797,4.459865030674846,28.47,87.12,39.2,15.78,43.70228220858896,35.19,87,6,3,0.8660254037844387,-0.4999999999999998
2025-03-02 08:30:00+00:00,6943,19.1135051,73.008978,0.6186257668711658,67.85083026584869,129.71244580777096,21.35,89.0,35.66,27.16,48.75896114519428,39.44,150,6,3,0.8660254037844387,-0.4999999999999998
2025-03-02 08:30:00+00:00,3409469,19.26777,72.97182,0.26348875255623727,2.6880122699386506,27.455456032719834,71.24,47.7,54.62,16.45,14.829431492842536,37.85,91,6,3,0.8660254037844387,-0.4999999999999998
2025-03-02 08:30:00+00:00,3409472,19.222279,72.957979,0.4926094069529653,1.1292106339468304,28.09526789366053,70.41,58.64,40.63,51.18,22.84675664621677,29.33,70,6,3,0.8660254037844387,-0.4999999999999998
2025-03-02 08:30:00+00:00,3409476,19.0243902,73.0406721,0.7904662576687117,0.8100858895705523,21.678331288343557,78.74,121.76,52.9,15.81,59.71073210633947,39.25,115,6,3,0.8660254037844387,-0.4999999999999998
2025-03-02 08:30:00+00:00,3409477,19.090337,73.014232,0.171840490797546,0.07364417177914111,4.008233128834355,33.91,81.3,36.59,16.43,39.82462167689162,34.84,81,6,3,0.8660254037844387,-0.4999999999999998
2025-03-02 08:45:00+00:00,6943,19.1135051,73.008978,0.6186257668711658,67.7280899795501,129.2043599182004,21.36,89.0,35.66,26.95,49.335370143149284,39.62,149,6,3,0.8660254037844387,-0.4999999999999998
2025-03-02 08:45:00+00:00,3409469,19.26777,72.97182,0.3895051124744377,3.0562331288343567,37.74889979550102,90.79,47.7,54.62,29.2,17.685276073619633,35.66,91,6,3,0.8660254037844387,-0.4999999999999998
2025-03-02 08:45:00+00:00,3409472,19.222279,72.957979,,0.08591820040899797,21.0761554192229,74.58,61.07,37.84,52.8,22.925357873210636,29.72,75,6,3,0.8660254037844387,-0.4999999999999998
2025-03-02 08:45:00+00:00,3409476,19.0243902,73.0406721,0.7904662576687117,0.8100858895705523,21.678331288343557,78.74,121.76,52.9,15.81,59.71073210633947,39.25,115,6,3,0.8660254037844387,-0.4999999999999998
2025-03-02 08:45:00+00:00,3409477,19.090337,73.014232,0.18329652351738243,0.06137014314928427,4.008233128834355,36.44,80.14,36.06,15.74,38.01679345603272,35.08,80,6,3,0.8660254037844387,-0.4999999999999998
2025-03-02 09:00:00+00:00,6943,19.1135051,73.008978,0.6186257668711658,67.75263803680983,126.70156646216768,21.36,87.92,35.14,27.68,49.36157055214724,39.43,147,6,3,0.7071067811865476,-0.7071067811865475
2025-03-02 09:00:00+00:00,3409469,19.26777,72.97182,0.46969734151329245,2.9580408997955017,39.57424539877301,94.0,51.5,54.88,37.09,23.5279672801636,34.17,94,6,3,0.7071067811865476,-0.7071067811865475
2025-03-02 09:00:00+00:00,3409472,19.222279,72.957979,0.6644498977505112,0.08591820040899797,25.554838445807768,88.14,61.07,37.84,66.81,42.94247034764827,29.66,88,6,3,0.7071067811865476,-0.7071067811865475
2025-03-02 09:00:00+00:00,3409476,19.0243902,73.0406721,1.0081308793456034,2.135680981595092,64.3199100204499,55.06,112.46,56.58,17.11,56.67148466257669,39.53,109,6,3,0.7071067811865476,-0.7071067811865475
2025-03-02 09:00:00+00:00,3409477,19.090337,73.014232,0.14892842535787323,0.049096114519427414,3.688327198364008,43.5,80.14,36.06,16.03,36.54957055214724,35.45,80,6,3,0.7071067811865476,-0.7071067811865475
2025-03-02 09:15:00+00:00,6943,19.1135051,73.008978,0.6300817995910022,67.83855623721882,124.59395092024538,21.36,69.5,27.86,28.51,49.3877709611452,39.43,145,6,3,0.7071067811865476,-0.7071067811865475
2025-03-02 09:15:00+00:00,3409469,19.26777,72.97182,0.48115337423312887,3.0930552147239267,43.58247852760736,91.98,104.69,58.47,36.15,31.597693251533745,34.19,103,6,3,0.7071067811865476,-0.7071067811865475
2025-03-02 09:15:00+00:00,3409472,19.222279,72.957979,0.6759059304703476,0.40504294478527614,29.017349693251532,88.44,61.07,37.84,65.88,58.71511656441718,29.97,88,6,3,0.7071067811865476,-0.7071067811865475
2025-03-02 09:15:00+00:00,3409476,19.0243902,73.0406721,1.0081308793456034,2.135680981595092,64.3199100204499,55.06,112.46,56.58,17.11,56.67148466257669,39.53,109,6,3,0.7071067811865476,-0.7071067811865475
2025-03-02 09:15:00+00:00,3409477,19.090337,73.014232,0.22912065439672805,0.049096114519427414,4.1211411042944786,50.83,80.14,36.06,21.28,34.34873619631902,35.15,80,6,3,0.7071067811865476,-0.7071067811865475
2025-03-02 09:30:00+00:00,6943,19.1135051,73.008978,0.6300817995910022,67.48260940695297,125.85475664621676,21.36,69.5,27.86,54.35,49.41397137014315,38.96,146,6,3,0.7071067811865476,-0.7071067811865475
2025-03-02 09:30:00+00:00,3409469,19.26777,72.97182,0.40096114519427406,3.4490020449897756,47.49662167689161,94.05,104.69,58.47,31.34,41.999255623721886,34.41,103,6,3,0.7071067811865476,-0.7071067811865475
2025-03-02 09:30:00+00:00,3409472,19.222279,72.957979,0.6759059304703476,0.2332065439672802,27.718907975460123,88.55,61.9,37.6,65.19,62.618977505112476,30.68,89,6,3,0.7071067811865476,-0.7071067811865475
2025-03-02 09:30:00+00:00,3409476,19.0243902,73.0406721,0.8133783231083845,1.6938159509202455,41.07968507157464,97.86,111.95,56.84,20.57,53.39643353783231,38.78,108,6,3,0.7071067811865476,-0.7071067811865475
2025-03-02 09:30:00+00:00,3409477,19.090337,73.014232,0.48115337423312887,0.09819222903885483,5.513672801635992,41.8,76.83,34.58,37.08,22.558552147239265,33.25,77,6,3,0.7071067811865476,-0.7071067811865475
2025-03-02 09:45:00+00:00,6943,19.1135051,73.008978,0.6529938650306749,66.84435991820042,128.52691206543966,21.36,69.5,27.86,72.5,49.44017177914111,36.91,149,6,3,0.7071067811865476,-0.7071067811865475
2025-03-02 09:45:00+00:00,3409469,19.26777,72.97182,0.3780490797546013,3.289439672801637,43.77065848670757,97.43,104.69,58.47,32.8,42.6280654396728,33.94,103,6,3,0.7071067811865476,-0.7071067811865475
2025-03-02 09:45:00+00:00,3409472,19.222279,72.957979,0.7790102249488754,0.1350143149284254,27.28609406952965,89.86,76.0,33.49,64.55,61.780564417177914,30.85,90,6,3,0.7071067811865476,-0.7071067811865475
2025-03-02 09:45:00+00:00,3409476,19.0243902,73.0406721,0.8133783231083845,1.6938159509202455,41.07968507157464,97.86,111.95,56.84,20.57,53.39643353783231,38.78,108,6,3,0.7071067811865476,-0.7071067811865475
2025-03-02 09:45:00+00:00,3409477,19.090337,73.014232,0.4926094069529653,0.12274028629856854,5.739488752556237,43.11,76.17,34.28,39.88,19.3359018404908,32.06,76,6,3,0.7071067811865476,-0.7071067811865475
2025-03-02 10:00:00+00:00,6943,19.1135051,73.008978,0.6529938650306749,66.57433128834357,128.88445398773004,21.36,76.17,30.08,67.25,49.46637218813906,35.91,149,6,3,0.49999999999999994,-0.8660254037844387
2025-03-02 10:00:00+00:00,3409469,19.26777,72.97182,0.3780490797546013,3.228069529652352,39.705971370143146,90.25,104.58,58.51,31.64,42.60186503067485,33.92,103,6,3,0.49999999999999994,-0.8660254037844387
2025-03-02 10:00:00+00:00,3409472,19.222279,72.957979,0.8133783231083845,0.1350143149284254,27.56836400817996,89.31,76.0,33.49,67.28,60.78494887525562,30.94,89,6,3,0.49999999999999994,-0.8660254037844387
2025-03-02 10:00:00+00:00,3409476,19.0243902,73.0406721,0.8133783231083845,1.6938159509202455,41.07968507157464,97.86,111.95,56.84,20.57,53.39643353783231,38.78,108,6,3,0.49999999999999994,-0.8660254037844387
2025-03-02 10:00:00+00:00,3409477,19.090337,73.014232,0.43532924335378326,0.11046625766871167,5.7018527607361955,46.43,76.17,34.28,38.02,16.663460122699387,32.01,76,6,3,0.49999999999999994,-0.8660254037844387
2025-03-02 10:15:00+00:00,6943,19.1135051,73.008978,0.6415378323108386,67.00392229038856,128.26346012269937,21.36,169.5,67.86,63.32,49.44017177914111,35.48,148,6,3,0.49999999999999994,-0.8660254037844387
2025-03-02 10:15:00+00:00,3409469,19.26777,72.97182,0.3207689161554193,3.2648916155419228,39.06615950920246,94.1,103.09,59.13,30.63,41.056040899795505,33.47,102,6,3,0.49999999999999994,-0.8660254037844387
2025-03-02 10:15:00+00:00,3409472,19.222279,72.957979,0.824834355828221,0.14728834355828221,27.869451942740284,84.35,76.0,33.49,66.06,59.291525562372186,30.83,84,6,3,0.49999999999999994,-0.8660254037844387
2025-03-02 10:15:00+00:00,3409477,19.090337,73.014232,0.3780490797546013,0.09819222903885483,5.381946830265848,50.09,76.17,34.28,35.35,16.42765644171779,32.06,76,6,3,0.49999999999999994,-0.8660254037844387
2025-03-02 10:30:00+00:00,6943,19.1135051,73.008978,0.6415378323108386,66.00972597137016,128.09409815950917,21.36,169.5,67.86,53.16,49.41397137014315,35.58,148,6,3,0.49999999999999994,-0.8660254037844387
2025-03-02 10:30:00+00:00,3409469,19.26777,72.97182,0.36659304703476486,4.124073619631902,44.42928834355828,94.84,103.09,59.13,32.29,24.785586912065444,33.13,102,6,3,0.49999999999999994,-0.8660254037844387
2025-03-02 10:30:00+00:00,3409476,19.0243902,73.0406721,1.0654110429447854,0.834633946830266,62.36283844580777,99.82,110.98,57.33,35.53,33.74612678936606,36.84,108,6,3,0.49999999999999994,-0.8660254037844387
2025-03-02 10:30:00+00:00,3409477,19.090337,73.014232,0.35513701431492845,0.09819222903885483,4.967950920245399,51.72,91.48,41.17,35.33,17.187468302658488,31.63,91,6,3,0.49999999999999994,-0.8660254037844387
2025-03-02 10:45:00+00:00,6943,19.1135051,73.008978,0.6186257668711658,66.09564417177916,127.88710020449896,21.36,169.5,67.86,48.27,49.41397137014315,35.47,148,6,3,0.49999999999999994,-0.8660254037844387
2025-03-02 10:45:00+00:00,3409469,19.26777,72.97182,0.3895051124744377,4.160895705521473,49.49132924335378,92.38,103.09,59.13,33.2,37.754789366053174,32.57,102,6,3,0.49999999999999994,-0.8660254037844387
2025-03-02 10:45:00+00:00,3409472,19.222279,72.957979,0.5269775051124745,0.3927689161554193,29.901795501022495,81.87,74.17,32.89,66.36,51.01219631901841,29.49,82,6,3,0.49999999999999994,-0.8660254037844387
2025-03-02 10:45:00+00:00,3409476,19.0243902,73.0406721,0.9623067484662577,0.6996196319018405,52.219938650306744,96.74,140.31,53.02,32.25,39.79842126789366,35.23,127,6,3,0.49999999999999994,-0.8660254037844387
2025-03-02 10:45:00+00:00,3409477,19.090337,73.014232,0.3322249488752556,0.09819222903885483,5.02440490797546,42.67,94.55,42.55,34.16,19.362102249488753,31.1,95,6,3,0.49999999999999994,-0.8660254037844387
2025-03-02 11:00:00+00:00,6943,19.1135051,73.008978,0.6300817995910022,66.35339877300615,127.28492433537832,21.36,167.3,66.83,47.63,49.3877709611452,35.38,147,6,3,0.258819045102521,-0.9659258262890682
2025-03-02 11:00:00+00:00,3409469,19.26777,72.97182,0.3322249488752556,3.4121799591002047,41.30550102249488,91.79,104.21,59.59,33.6,37.23078118609407,32.13,103,6,3,0.258819045102521,-0.9659258262890682
