datetime,predicted_aqi
2025-09-09 12:45:00+05:30,45.61622623313592
2025-09-09 13:45:00+05:30,46.10051914090509
2025-09-09 14:45:00+05:30,44.581426559240434
2025-09-09 15:45:00+05:30,44.433140563597604
2025-09-09 16:45:00+05:30,47.747499324766494
2025-09-09 17:45:00+05:30,48.644614291956835
2025-09-09 18:45:00+05:30,50.92872212080893
2025-09-09 19:45:00+05:30,52.703341451451
2025-09-09 20:45:00+05:30,51.644227517182536
2025-09-09 21:45:00+05:30,45.34242024253978
2025-09-09 22:45:00+05:30,47.00314564571512
2025-09-09 23:45:00+05:30,48.94457407464484
2025-09-10 00:45:00+05:30,46.34773977507407
2025-09-10 01:45:00+05:30,48.98847511275703
2025-09-10 02:45:00+05:30,32.802966975875435
2025-09-10 03:45:00+05:30,38.481600247314724
2025-09-10 04:45:00+05:30,37.269106987086055
2025-09-10 05:45:00+05:30,45.913497132855014
2025-09-10 06:45:00+05:30,46.55825485934338
2025-09-10 07:45:00+05:30,47.76809757903712
2025-09-10 08:45:00+05:30,50.6850838654788
2025-09-10 09:45:00+05:30,51.63676393093753
2025-09-10 10:45:00+05:30,48.845340404104974
2025-09-10 11:45:00+05:30,45.55171883421049
2025-09-10 12:45:00+05:30,45.07285744119724
2025-09-10 13:45:00+05:30,45.578965163258246
2025-09-10 14:45:00+05:30,47.91724266279472
2025-09-10 15:45:00+05:30,46.949283036481106
2025-09-10 16:45:00+05:30,45.532760642863224
2025-09-10 17:45:00+05:30,47.253730397945574
2025-09-10 18:45:00+05:30,51.20771258792195
2025-09-10 19:45:00+05:30,52.64577726881557
2025-09-10 20:45:00+05:30,49.889166828709136
2025-09-10 21:45:00+05:30,45.866217429290735
2025-09-10 22:45:00+05:30,45.75988311545295
2025-09-10 23:45:00+05:30,43.99208845269649
2025-09-11 00:45:00+05:30,46.895442971276985
2025-09-11 01:45:00+05:30,46.83758658211279
2025-09-11 02:45:00+05:30,37.13391855823232
2025-09-11 03:45:00+05:30,36.738418524379426
2025-09-11 04:45:00+05:30,34.79015482936849
2025-09-11 05:45:00+05:30,45.7127974926968
2025-09-11 06:45:00+05:30,45.841381391899056
2025-09-11 07:45:00+05:30,49.72379942290248
2025-09-11 08:45:00+05:30,50.78141960937778
2025-09-11 09:45:00+05:30,51.71421093857688
2025-09-11 10:45:00+05:30,49.51901184998457
2025-09-11 11:45:00+05:30,46.69490091706226
2025-09-11 12:45:00+05:30,46.83180361455797
2025-09-11 13:45:00+05:30,46.28401793557503
2025-09-11 14:45:00+05:30,43.24092689292297
2025-09-11 15:45:00+05:30,46.363104614362925
2025-09-11 16:45:00+05:30,46.50623020577619
2025-09-11 17:45:00+05:30,50.47114029938648
2025-09-11 18:45:00+05:30,50.730146211769075
2025-09-11 19:45:00+05:30,51.54508267967577
2025-09-11 20:45:00+05:30,50.99026347716592
2025-09-11 21:45:00+05:30,44.47856204911211
2025-09-11 22:45:00+05:30,48.29248117715032
2025-09-11 23:45:00+05:30,47.64752272321216
2025-09-12 00:45:00+05:30,47.71203496304596
2025-09-12 01:45:00+05:30,44.90638508566536
2025-09-12 02:45:00+05:30,39.440057333894345
2025-09-12 03:45:00+05:30,34.81246196513265
2025-09-12 04:45:00+05:30,38.093781144188895
2025-09-12 05:45:00+05:30,50.021049355902484
2025-09-12 06:45:00+05:30,44.77249146044469
2025-09-12 07:45:00+05:30,50.11315981580343
2025-09-12 08:45:00+05:30,51.211959320114254
2025-09-12 09:45:00+05:30,50.216814683652615
2025-09-12 10:45:00+05:30,43.8482956153568
2025-09-12 11:45:00+05:30,46.519979061321166
2025-09-12 12:45:00+05:30,44.65407704762687
2025-09-12 13:45:00+05:30,47.18826762698586
2025-09-12 14:45:00+05:30,44.88982464829793
2025-09-12 15:45:00+05:30,48.96420521343168
2025-09-12 16:45:00+05:30,45.11450332817232
2025-09-12 17:45:00+05:30,45.875458330656514
2025-09-12 18:45:00+05:30,52.38982028709488
2025-09-12 19:45:00+05:30,49.016641415202386
2025-09-12 20:45:00+05:30,51.4228402927758
2025-09-12 21:45:00+05:30,48.56360500599005
2025-09-12 22:45:00+05:30,43.75454434755986
2025-09-12 23:45:00+05:30,46.711493143283604
2025-09-13 00:45:00+05:30,46.83565202257937
2025-09-13 01:45:00+05:30,47.696840217054365
2025-09-13 02:45:00+05:30,35.08454345963222
2025-09-13 03:45:00+05:30,34.94676079023186
2025-09-13 04:45:00+05:30,37.986672131264825
2025-09-13 05:45:00+05:30,46.89686920353583
2025-09-13 06:45:00+05:30,46.82015884781888
2025-09-13 07:45:00+05:30,51.6191679978714
2025-09-13 08:45:00+05:30,49.92551309714879
2025-09-13 09:45:00+05:30,51.4307498822073
2025-09-13 10:45:00+05:30,46.89041417058651
2025-09-13 11:45:00+05:30,45.22818971342518
2025-09-13 12:45:00+05:30,49.4853335621614
2025-09-13 13:45:00+05:30,47.188664429983014
2025-09-13 14:45:00+05:30,44.44123060144899
2025-09-13 15:45:00+05:30,47.49014903698537
2025-09-13 16:45:00+05:30,44.79865124816381
2025-09-13 17:45:00+05:30,47.70552194441342
2025-09-13 18:45:00+05:30,52.959191032905714
2025-09-13 19:45:00+05:30,49.693431547906926
2025-09-13 20:45:00+05:30,52.63708377824952
2025-09-13 21:45:00+05:30,47.087930152765594
2025-09-13 22:45:00+05:30,47.76323074555024
2025-09-13 23:45:00+05:30,49.536513271527355
