location_id,station_name,data_rows,features,test_mae,test_rmse,test_r2
3409469,Kasarvadavali_Thane,16579,127,11.155568991829522,33.72424198658787,0.832471785530695
3409472,Upvan_Fort_Thane,16620,127,17.783925831154807,37.75976789160038,0.9479003872861415
3409476,CBD_Belapur_Belapur,15838,127,7.297304391246923,24.069787323633292,0.8974821517562064
3409477,Kopripada-Vashi_Navi_Mumbai,15280,127,9.66561255025259,25.81218849383292,0.9155393434461664
3409487,Sanpada_Navi_Mumbai,13831,127,10.512333903081126,27.794717945575098,0.8847720074396406
6943,Mahape_Navi_Mumbai,18828,127,10.907554186472112,34.008097568096744,0.8645068068665731
